backend,cumulative_percent_ms,error,granularity,layer_name,max_ms,mean_ms,min_ms,model,percent_total_ms,rank,runtime,samples,status,std_ms
ncnn,41.159315,,ncnn_layer,Convolution:/layer4/layer4.0/conv1/Conv,2.14005,2.126668,2.10948,resnet50,2.394739,8,ncnn_vulkan,70,ok,0.007084
ncnn,99.742872,,ncnn_layer,ReLU:/layer4/layer4.0/relu/Relu,0.02688,0.025817,0.025,resnet50,0.029071,104,ncnn_vulkan,70,ok,0.000386
ncnn,20.742844,,ncnn_layer,Convolution:/layer4/layer4.0/conv2/Conv,4.36542,4.345854,4.3387,resnet50,4.893657,3,ncnn_vulkan,70,ok,0.004064
ncnn,99.964527,,ncnn_layer,ReLU:/layer4/layer4.0/relu_1/Relu,0.00958,0.009031,0.00859,resnet50,0.010169,118,ncnn_vulkan,70,ok,0.000209
ncnn,52.594783,,ncnn_layer,Convolution:/layer4/layer4.0/conv3/Conv,1.22167,1.215595,1.21198,resnet50,1.368823,15,ncnn_vulkan,70,ok,0.002301
ncnn,38.764576,,ncnn_layer,Convolution:/layer4/layer4.0/downsample/downsample.0/Conv,3.66969,3.659409,3.65453,resnet50,4.120685,7,ncnn_vulkan,70,ok,0.002412
ncnn,99.443225,,ncnn_layer,BinaryOp:/layer4/layer4.0/Add,0.0376,0.036025,0.03495,resnet50,0.040566,94,ncnn_vulkan,70,ok,0.000586
ncnn,99.474718,,ncnn_layer,ReLU:/layer4/layer4.0/relu_2/Relu,0.02911,0.027968,0.02693,resnet50,0.031493,95,ncnn_vulkan,70,ok,0.000479
ncnn,100.0,,ncnn_layer,Split:splitncnn_14,0.00036,0.000334,0.00031,resnet50,0.000376,138,ncnn_vulkan,70,ok,2.5e-05
ncnn,55.254332,,ncnn_layer,Convolution:/layer4/layer4.1/conv1/Conv,1.19109,1.180823,1.17745,resnet50,1.329668,17,ncnn_vulkan,70,ok,0.001802
ncnn,99.992979,,ncnn_layer,ReLU:/layer4/layer4.1/relu/Relu,0.00849,0.008023,0.00771,resnet50,0.009034,121,ncnn_vulkan,70,ok,0.0002
ncnn,46.919555,,ncnn_layer,Convolution:/layer4/layer4.1/conv2/Conv,1.49979,1.3982,1.38859,resnet50,1.574446,11,ncnn_vulkan,70,ok,0.013236
ncnn,99.954358,,ncnn_layer,ReLU:/layer4/layer4.1/relu_1/Relu,0.0099,0.009159,0.0088,resnet50,0.010314,117,ncnn_vulkan,70,ok,0.000203
ncnn,49.85684,,ncnn_layer,Convolution:/layer4/layer4.1/conv3/Conv,1.22505,1.216183,1.21104,resnet50,1.369485,13,ncnn_vulkan,70,ok,0.002484
ncnn,99.402659,,ncnn_layer,BinaryOp:/layer4/layer4.1/Add,0.03844,0.0363,0.03536,resnet50,0.040876,93,ncnn_vulkan,70,ok,0.00055
ncnn,99.537423,,ncnn_layer,ReLU:/layer4/layer4.1/relu_2/Relu,0.02896,0.027746,0.02661,resnet50,0.031243,97,ncnn_vulkan,70,ok,0.000511
ncnn,99.997721,,ncnn_layer,Split:splitncnn_15,0.00036,0.00034,0.00031,resnet50,0.000383,132,ncnn_vulkan,70,ok,2.4e-05
ncnn,53.924664,,ncnn_layer,Convolution:/layer4/layer4.2/conv1/Conv,1.20073,1.181012,1.17724,resnet50,1.329881,16,ncnn_vulkan,70,ok,0.003363
ncnn,99.983945,,ncnn_layer,ReLU:/layer4/layer4.2/relu/Relu,0.00865,0.008214,0.00781,resnet50,0.009249,120,ncnn_vulkan,70,ok,0.000163
ncnn,48.487355,,ncnn_layer,Convolution:/layer4/layer4.2/conv2/Conv,1.50104,1.392298,1.38188,resnet50,1.5678,12,ncnn_vulkan,70,ok,0.019049
ncnn,99.974695,,ncnn_layer,ReLU:/layer4/layer4.2/relu_1/Relu,0.0099,0.00903,0.00854,resnet50,0.010168,119,ncnn_vulkan,70,ok,0.000253
ncnn,51.22596,,ncnn_layer,Convolution:/layer4/layer4.2/conv3/Conv,1.22667,1.215859,1.2112,resnet50,1.36912,14,ncnn_vulkan,70,ok,0.002615
ncnn,99.361783,,ncnn_layer,BinaryOp:/layer4/layer4.2/Add,0.03776,0.036319,0.03552,resnet50,0.040897,92,ncnn_vulkan,70,ok,0.00048
ncnn,99.50618,,ncnn_layer,ReLU:/layer4/layer4.2/relu_2/Relu,0.02932,0.02794,0.02693,resnet50,0.031462,96,ncnn_vulkan,70,ok,0.000497
ncnn,98.068726,,ncnn_layer,Pooling:/avgpool/GlobalAveragePool,0.07719,0.076596,0.0762,resnet50,0.086251,72,ncnn_vulkan,70,ok,0.000222
ncnn,99.998866,,ncnn_layer,Flatten:/Flatten,0.00036,0.000339,0.00031,resnet50,0.000382,135,ncnn_vulkan,70,ok,2.5e-05
ncnn,94.373854,,ncnn_layer,InnerProduct:/fc/Gemm,0.69859,0.68251,0.67318,resnet50,0.768542,53,ncnn_vulkan,70,ok,0.004129
pytorch,94.484404,,op,aten::conv2d,0.083659,0.068216,0.007436,efficientnet_b0,0.770782,11,pytorch_cpu,4050,ok,0.03039
pytorch,96.305712,,op,aten::convolution,0.103751,0.044593,0.007985,efficientnet_b0,0.503863,14,pytorch_cpu,4050,ok,0.033132
pytorch,49.762972,,op,aten::_convolution,1.232928,1.200098,1.166698,efficientnet_b0,13.560075,2,pytorch_cpu,4050,ok,0.028629
pytorch,99.934375,,op,aten::thnn_conv2d,0.003053,0.002768,0.002507,efficientnet_b0,0.031276,37,pytorch_cpu,451250,ok,0.000199
pytorch,91.576005,,op,aten::_slow_conv2d_forward,0.1236,0.115466,0.105577,efficientnet_b0,1.304667,8,pytorch_cpu,451250,ok,0.007498
pytorch,99.867472,,op,aten::empty,0.004259,0.003662,0.003204,efficientnet_b0,0.041377,35,pytorch_cpu,914000,ok,0.00036
pytorch,99.78378,,op,aten::view,0.00473,0.004337,0.003909,efficientnet_b0,0.049004,33,pytorch_cpu,454450,ok,0.000314
pytorch,99.826095,,op,aten::resize_,0.00442,0.003745,0.003351,efficientnet_b0,0.042315,34,pytorch_cpu,451250,ok,0.00037
pytorch,97.087827,,op,aten::batch_norm,0.051151,0.034281,0.008318,efficientnet_b0,0.387346,16,pytorch_cpu,2450,ok,0.014448
pytorch,98.622115,,op,aten::_batch_norm_impl_index,0.019947,0.018371,0.017861,efficientnet_b0,0.207577,22,pytorch_cpu,2450,ok,0.000795
pytorch,77.092451,,op,aten::native_batch_norm,0.788135,0.731194,0.660376,efficientnet_b0,8.261863,5,pytorch_cpu,2450,ok,0.056076
pytorch,99.359892,,op,aten::empty_like,0.007955,0.0074,0.006549,efficientnet_b0,0.083614,27,pytorch_cpu,2450,ok,0.000466
pytorch,60.086251,,op,aten::silu_,1.019498,0.913634,0.838245,efficientnet_b0,10.323279,3,pytorch_cpu,2450,ok,0.069012
pytorch,99.96495,,op,aten::narrow,0.003265,0.002706,0.002518,efficientnet_b0,0.030575,38,pytorch_cpu,896800,ok,0.000284
pytorch,99.734775,,op,aten::slice,0.00668,0.005916,0.005378,efficientnet_b0,0.066846,32,pytorch_cpu,896800,ok,0.000462
pytorch,99.982486,,op,aten::as_strided,0.001905,0.001552,0.0014,efficientnet_b0,0.017536,39,pytorch_cpu,896900,ok,0.00018
pytorch,68.830588,,op,aten::cat,0.99495,0.773894,0.651263,efficientnet_b0,8.744337,4,pytorch_cpu,800,ok,0.121309
pytorch,98.414539,,op,aten::adaptive_avg_pool2d,0.059094,0.018462,0.008159,efficientnet_b0,0.208605,21,pytorch_cpu,850,ok,0.020316
pytorch,96.700482,,op,aten::mean,0.036288,0.034938,0.031453,efficientnet_b0,0.394769,15,pytorch_cpu,850,ok,0.001806
pytorch,90.271339,,op,aten::sum,0.876518,0.578996,0.450741,efficientnet_b0,6.542157,7,pytorch_cpu,850,ok,0.157582
pytorch,99.521707,,op,aten::fill_,0.007288,0.007149,0.006882,efficientnet_b0,0.080778,29,pytorch_cpu,850,ok,0.000143
pytorch,93.713622,,op,aten::div_,0.171835,0.086444,0.037512,efficientnet_b0,0.976743,10,pytorch_cpu,850,ok,0.045014
pytorch,99.44093,,op,aten::to,0.008141,0.007172,0.005565,efficientnet_b0,0.081037,28,pytorch_cpu,850,ok,0.001009
pytorch,98.976309,,op,aten::_to_copy,0.015782,0.015247,0.013871,efficientnet_b0,0.172278,24,pytorch_cpu,850,ok,0.000709
pytorch,99.598779,,op,aten::empty_strided,0.006976,0.006821,0.0067,efficientnet_b0,0.077071,30,pytorch_cpu,850,ok,0.000102
pytorch,95.176544,,op,aten::copy_,0.11485,0.061256,0.012204,efficientnet_b0,0.69214,12,pytorch_cpu,2500,ok,0.032518
pytorch,99.903099,,op,aten::detach,0.003239,0.003153,0.003095,efficientnet_b0,0.035626,36,pytorch_cpu,3200,ok,5.5e-05
pytorch,99.143627,,op,aten::reshape,0.015403,0.014808,0.014541,efficientnet_b0,0.167318,25,pytorch_cpu,1600,ok,0.000308
pytorch,95.80185,,op,aten::_reshape_alias,0.132542,0.055341,0.005539,efficientnet_b0,0.625306,13,pytorch_cpu,1650,ok,0.041701
pytorch,97.963002,,op,aten::sigmoid,0.024081,0.023435,0.022812,efficientnet_b0,0.264795,19,pytorch_cpu,800,ok,0.000431
pytorch,83.729182,,op,aten::mul,0.689019,0.587366,0.51685,efficientnet_b0,6.636731,6,pytorch_cpu,800,ok,0.069489
pytorch,92.736879,,op,aten::add_,0.133689,0.10274,0.069656,efficientnet_b0,1.160874,9,pytorch_cpu,450,ok,0.024418
pytorch,98.205934,,op,aten::flatten,0.0224,0.0215,0.0186,efficientnet_b0,0.242932,20,pytorch_cpu,50,ok,0.001453
pytorch,99.66793,,op,aten::dropout_,0.0075,0.00612,0.001,efficientnet_b0,0.069151,31,pytorch_cpu,50,ok,0.002561
pytorch,97.433129,,op,aten::linear,0.0397,0.03056,0.0197,efficientnet_b0,0.345302,17,pytorch_cpu,50,ok,0.006691
pytorch,98.804031,,op,aten::t,0.019,0.0161,0.0113,efficientnet_b0,0.181916,23,pytorch_cpu,50,ok,0.002812
pytorch,97.698207,,op,aten::transpose,0.0604,0.02346,0.0084,efficientnet_b0,0.265078,18,pytorch_cpu,50,ok,0.018732
pytorch,36.202897,,op,aten::addmm,4.4422,3.20404,2.7037,efficientnet_b0,36.202897,1,pytorch_cpu,50,ok,0.640466
pytorch,99.276279,,op,aten::expand,0.0124,0.01174,0.0093,efficientnet_b0,0.132652,26,pytorch_cpu,50,ok,0.001221
pytorch,100.0,,op,aten::resolve_conj,0.00165,0.00155,0.0015,efficientnet_b0,0.017514,40,pytorch_cpu,80,ok,6.1e-05
pytorch,99.507881,,op,aten::conv2d,0.004622,0.003857,0.002832,efficientnet_b0,0.370001,26,pytorch_cuda,4050,ok,0.000618
pytorch,98.15537,,op,aten::convolution,0.006368,0.005599,0.0046,efficientnet_b0,0.53711,23,pytorch_cuda,4050,ok,0.000585
pytorch,86.724109,,op,aten::_convolution,0.019195,0.01793,0.017375,efficientnet_b0,1.720018,10,pytorch_cuda,4050,ok,0.000731
pytorch,19.653291,,op,aten::cudnn_convolution,0.225188,0.204872,0.194443,efficientnet_b0,19.653291,1,pytorch_cuda,3250,ok,0.012777
pytorch,97.063307,,op,aten::empty,0.006142,0.005903,0.005796,efficientnet_b0,0.566272,21,pytorch_cuda,13850,ok,0.000126
pytorch,98.676843,,op,aten::batch_norm,0.00578,0.005436,0.005229,efficientnet_b0,0.521473,24,pytorch_cuda,2450,ok,0.000232
pytorch,92.342515,,op,aten::_batch_norm_impl_index,0.011153,0.010313,0.010045,efficientnet_b0,0.989322,15,pytorch_cuda,2450,ok,0.000421
pytorch,46.603564,,op,aten::cudnn_batch_norm,0.131745,0.099878,0.09031,efficientnet_b0,9.581258,3,pytorch_cuda,2450,ok,0.016076
pytorch,99.137881,,op,aten::empty_like,0.005184,0.004806,0.004663,efficientnet_b0,0.461038,25,pytorch_cuda,2450,ok,0.000197
pytorch,94.939233,,op,aten::view,0.009543,0.008529,0.008229,efficientnet_b0,0.818184,18,pytorch_cuda,2450,ok,0.000508
pytorch,85.004091,,op,aten::silu_,0.065743,0.056892,0.053304,efficientnet_b0,5.457627,9,pytorch_cuda,2450,ok,0.004788
pytorch,73.771885,,op,aten::_conv_depthwise2d,0.078906,0.066984,0.062013,efficientnet_b0,6.425749,7,pytorch_cuda,800,ok,0.00633
pytorch,91.353193,,op,aten::resize_,0.011556,0.010364,0.009706,efficientnet_b0,0.994214,14,pytorch_cuda,800,ok,0.000752
pytorch,97.61826,,op,aten::adaptive_avg_pool2d,0.006288,0.005785,0.005447,efficientnet_b0,0.554953,22,pytorch_cuda,850,ok,0.000377
pytorch,54.244933,,op,aten::mean,0.086771,0.079656,0.075647,efficientnet_b0,7.641369,4,pytorch_cuda,850,ok,0.004482
pytorch,90.358978,,op,aten::reshape,0.013397,0.012091,0.011512,efficientnet_b0,1.159885,13,pytorch_cuda,1600,ok,0.000711
pytorch,96.497034,,op,aten::_reshape_alias,0.008688,0.007899,0.007445,efficientnet_b0,0.757748,20,pytorch_cuda,1650,ok,0.000457
pytorch,79.546464,,op,aten::add_,0.07128,0.060196,0.055968,efficientnet_b0,5.774579,8,pytorch_cuda,2050,ok,0.005912
pytorch,67.346136,,op,aten::sigmoid,0.080287,0.067421,0.063025,efficientnet_b0,6.46767,6,pytorch_cuda,800,ok,0.006655
pytorch,60.878466,,op,aten::mul,0.080888,0.06915,0.064856,efficientnet_b0,6.633533,5,pytorch_cuda,800,ok,0.006074
pytorch,87.975031,,op,aten::flatten,0.014,0.01304,0.0123,efficientnet_b0,1.250922,11,pytorch_cuda,50,ok,0.000578
pytorch,100.0,,op,aten::dropout_,0.0017,0.00144,0.0011,efficientnet_b0,0.138139,28,pytorch_cuda,50,ok,0.000242
pytorch,89.199093,,op,aten::linear,0.0157,0.01276,0.0116,efficientnet_b0,1.224062,12,pytorch_cuda,50,ok,0.001503
pytorch,94.12105,,op,aten::t,0.0092,0.0088,0.0086,efficientnet_b0,0.844181,17,pytorch_cuda,50,ok,0.000228
pytorch,95.739286,,op,aten::transpose,0.0087,0.00834,0.0079,efficientnet_b0,0.800053,19,pytorch_cuda,50,ok,0.000287
pytorch,99.861861,,op,aten::as_strided,0.00385,0.00369,0.0035,efficientnet_b0,0.35398,27,pytorch_cuda,100,ok,0.000146
pytorch,37.022307,,op,aten::addmm,0.2167,0.18106,0.1679,efficientnet_b0,17.369015,2,pytorch_cuda,50,ok,0.018279
pytorch,93.276869,,op,aten::expand,0.01,0.00974,0.0095,efficientnet_b0,0.934354,16,pytorch_cuda,50,ok,0.000185
,,"module 'numpy' has no attribute 'bool'.
`np.bool` was a deprecated alias for the builtin `bool`. To avoid this error in existing code, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations",,,,,,efficientnet_b0,,,tensorrt_fp32,0,error,
,,"module 'numpy' has no attribute 'bool'.
`np.bool` was a deprecated alias for the builtin `bool`. To avoid this error in existing code, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations",,,,,,efficientnet_b0,,,tensorrt_fp16,0,error,
,,"module 'numpy' has no attribute 'bool'.
`np.bool` was a deprecated alias for the builtin `bool`. To avoid this error in existing code, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
The aliases was originally deprecated in NumPy 1.20; for more details and guidance see the original release note at:
    https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations",,,,,,efficientnet_b0,,,tensorrt_int8,0,error,
onnxruntime,86.143425,,onnx_node,model_loading_uri,246.698,246.698,246.698,efficientnet_b0,7.214807,3,onnxrt_cuda,1,ok,0.0
onnxruntime,71.65985,,onnx_node,session_initialization,2450.286,2450.286,2450.286,efficientnet_b0,71.65985,1,onnxrt_cuda,1,ok,0.0
onnxruntime,99.989621,,onnx_node,Conv:/features/features.0/features.0.0/Conv_fence_before,0.002,0.001383,0.001,efficientnet_b0,4e-05,255,onnxrt_cuda,60,ok,0.000486
onnxruntime,94.854552,,onnx_node,Conv:/features/features.0/features.0.0/Conv_kernel_time,3475.547,58.207083,0.258,efficientnet_b0,1.702296,5,onnxrt_cuda,60,ok,444.899763
onnxruntime,99.990524,,onnx_node,Conv:/features/features.0/features.0.0/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,284,onnxrt_cuda,11,ok,0.0
onnxruntime,99.990554,,onnx_node,Sigmoid:/features/features.0/features.0.2/Sigmoid_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,285,onnxrt_cuda,26,ok,0.0
onnxruntime,99.706464,,onnx_node,Sigmoid:/features/features.0/features.0.2/Sigmoid_kernel_time,0.145,0.07945,0.069,efficientnet_b0,0.002324,91,onnxrt_cuda,60,ok,0.01805
onnxruntime,99.990583,,onnx_node,Mul:/features/features.0/features.0.2/Mul_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,286,onnxrt_cuda,19,ok,0.0
onnxruntime,99.734825,,onnx_node,Mul:/features/features.0/features.0.2/Mul_kernel_time,0.188,0.072467,0.063,efficientnet_b0,0.002119,104,onnxrt_cuda,60,ok,0.020393
onnxruntime,99.989918,,onnx_node,Conv:/features/features.1/features.1.0/block/block.0/block.0.0/Conv_fence_before,0.003,0.001068,0.001,efficientnet_b0,3.1e-05,264,onnxrt_cuda,44,ok,0.00033
onnxruntime,97.651468,,onnx_node,Conv:/features/features.1/features.1.0/block/block.0/block.0.0/Conv_kernel_time,438.585,7.47915,0.157,efficientnet_b0,0.218732,15,onnxrt_cuda,60,ok,56.125207
onnxruntime,99.990612,,onnx_node,Conv:/features/features.1/features.1.0/block/block.0/block.0.0/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,287,onnxrt_cuda,10,ok,0.0
onnxruntime,99.990641,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.0/block.0.2/Sigmoid_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,288,onnxrt_cuda,28,ok,0.0
onnxruntime,99.71551,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.0/block.0.2/Sigmoid_kernel_time,0.175,0.076383,0.069,efficientnet_b0,0.002234,95,onnxrt_cuda,60,ok,0.015191
onnxruntime,99.990671,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.0/block.0.2/Sigmoid_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,289,onnxrt_cuda,6,ok,0.0
onnxruntime,99.989089,,onnx_node,Mul:/features/features.1/features.1.0/block/block.0/block.0.2/Mul_fence_before,0.053,0.004714,0.001,efficientnet_b0,0.000138,248,onnxrt_cuda,14,ok,0.013392
onnxruntime,99.755212,,onnx_node,Mul:/features/features.1/features.1.0/block/block.0/block.0.2/Mul_kernel_time,0.124,0.068017,0.061,efficientnet_b0,0.001989,114,onnxrt_cuda,60,ok,0.009782
onnxruntime,99.9907,,onnx_node,Mul:/features/features.1/features.1.0/block/block.0/block.0.2/Mul_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,290,onnxrt_cuda,3,ok,0.0
onnxruntime,99.989693,,onnx_node,GlobalAveragePool:/features/features.1/features.1.0/block/block.1/avgpool/GlobalAveragePool_fence_before,0.002,0.0012,0.001,efficientnet_b0,3.5e-05,257,onnxrt_cuda,60,ok,0.0004
onnxruntime,99.696865,,onnx_node,GlobalAveragePool:/features/features.1/features.1.0/block/block.1/avgpool/GlobalAveragePool_kernel_time,0.325,0.11415,0.097,efficientnet_b0,0.003338,87,onnxrt_cuda,60,ok,0.036794
onnxruntime,99.990729,,onnx_node,GlobalAveragePool:/features/features.1/features.1.0/block/block.1/avgpool/GlobalAveragePool_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,291,onnxrt_cuda,4,ok,0.0
onnxruntime,99.988951,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc1/Conv_fence_before,0.101,0.005545,0.001,efficientnet_b0,0.000162,247,onnxrt_cuda,22,ok,0.02083
onnxruntime,99.03404,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc1/Conv_kernel_time,23.582,0.616617,0.193,efficientnet_b0,0.018033,46,onnxrt_cuda,60,ok,2.99003
onnxruntime,99.990758,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc1/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,292,onnxrt_cuda,2,ok,0.0
onnxruntime,99.990103,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.1/activation/Sigmoid_fence_before,0.002,0.001043,0.001,efficientnet_b0,3.1e-05,270,onnxrt_cuda,23,ok,0.000204
onnxruntime,99.751229,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.1/activation/Sigmoid_kernel_time,0.174,0.0685,0.058,efficientnet_b0,0.002003,112,onnxrt_cuda,60,ok,0.016971
onnxruntime,99.990788,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/activation/Mul_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,293,onnxrt_cuda,5,ok,0.0
onnxruntime,99.816283,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/activation/Mul_kernel_time,0.133,0.063517,0.056,efficientnet_b0,0.001858,146,onnxrt_cuda,60,ok,0.011638
onnxruntime,99.988342,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/activation/Mul_fence_after,0.03,0.0155,0.001,efficientnet_b0,0.000453,244,onnxrt_cuda,2,ok,0.0145
onnxruntime,99.990817,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc2/Conv_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,294,onnxrt_cuda,2,ok,0.0
onnxruntime,99.689848,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc2/Conv_kernel_time,22.829,0.522017,0.133,efficientnet_b0,0.015267,85,onnxrt_cuda,60,ok,2.904331
onnxruntime,99.990846,,onnx_node,Conv:/features/features.1/features.1.0/block/block.1/fc2/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,295,onnxrt_cuda,2,ok,0.0
onnxruntime,99.990875,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.1/scale_activation/Sigmoid_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,296,onnxrt_cuda,5,ok,0.0
onnxruntime,99.819996,,onnx_node,Sigmoid:/features/features.1/features.1.0/block/block.1/scale_activation/Sigmoid_kernel_time,0.142,0.063433,0.056,efficientnet_b0,0.001855,148,onnxrt_cuda,60,ok,0.014239
onnxruntime,99.990905,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/Mul_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,297,onnxrt_cuda,3,ok,0.0
onnxruntime,99.791839,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/Mul_kernel_time,0.136,0.0649,0.059,efficientnet_b0,0.001898,133,onnxrt_cuda,60,ok,0.011984
onnxruntime,99.990934,,onnx_node,Mul:/features/features.1/features.1.0/block/block.1/Mul_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,298,onnxrt_cuda,2,ok,0.0
onnxruntime,99.990963,,onnx_node,Conv:/features/features.1/features.1.0/block/block.2/block.2.0/Conv_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,299,onnxrt_cuda,6,ok,0.0
onnxruntime,98.943049,,onnx_node,Conv:/features/features.1/features.1.0/block/block.2/block.2.0/Conv_kernel_time,26.667,0.628767,0.159,efficientnet_b0,0.018389,41,onnxrt_cuda,60,ok,3.389985
onnxruntime,99.990992,,onnx_node,Conv:/features/features.1/features.1.0/block/block.2/block.2.0/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,300,onnxrt_cuda,10,ok,0.0
onnxruntime,99.991022,,onnx_node,Conv:/features/features.2/features.2.0/block/block.0/block.0.0/Conv_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,301,onnxrt_cuda,46,ok,0.0
onnxruntime,98.532441,,onnx_node,Conv:/features/features.2/features.2.0/block/block.0/block.0.0/Conv_kernel_time,50.572,1.308833,0.429,efficientnet_b0,0.038277,22,onnxrt_cuda,60,ok,6.413715
onnxruntime,99.991051,,onnx_node,Conv:/features/features.2/features.2.0/block/block.0/block.0.0/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,302,onnxrt_cuda,16,ok,0.0
onnxruntime,99.99108,,onnx_node,Sigmoid:/features/features.2/features.2.0/block/block.0/block.0.2/Sigmoid_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,303,onnxrt_cuda,17,ok,0.0
onnxruntime,99.711027,,onnx_node,Sigmoid:/features/features.2/features.2.0/block/block.0/block.0.2/Sigmoid_kernel_time,0.184,0.07775,0.064,efficientnet_b0,0.002274,93,onnxrt_cuda,60,ok,0.021777
onnxruntime,99.991109,,onnx_node,Mul:/features/features.2/features.2.0/block/block.0/block.0.2/Mul_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,304,onnxrt_cuda,17,ok,0.0
onnxruntime,99.78041,,onnx_node,Mul:/features/features.2/features.2.0/block/block.0/block.0.2/Mul_kernel_time,0.097,0.06545,0.059,efficientnet_b0,0.001914,127,onnxrt_cuda,60,ok,0.006362
onnxruntime,99.991139,,onnx_node,Conv:/features/features.2/features.2.0/block/block.1/block.1.0/Conv_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,305,onnxrt_cuda,9,ok,0.0
onnxruntime,97.212951,,onnx_node,Conv:/features/features.2/features.2.0/block/block.1/block.1.0/Conv_kernel_time,468.922,7.971083,0.145,efficientnet_b0,0.233118,13,onnxrt_cuda,60,ok,60.0107
onnxruntime,99.991168,,onnx_node,Conv:/features/features.2/features.2.0/block/block.1/block.1.0/Conv_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,306,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991197,,onnx_node,Sigmoid:/features/features.2/features.2.0/block/block.1/block.1.2/Sigmoid_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,307,onnxrt_cuda,11,ok,0.0
onnxruntime,99.805073,,onnx_node,Sigmoid:/features/features.2/features.2.0/block/block.1/block.1.2/Sigmoid_kernel_time,0.129,0.064433,0.057,efficientnet_b0,0.001884,140,onnxrt_cuda,60,ok,0.009299
onnxruntime,99.991226,,onnx_node,Sigmoid:/features/features.2/features.2.0/block/block.1/block.1.2/Sigmoid_fence_after,0.001,0.001,0.001,efficientnet_b0,2.9e-05,308,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991256,,onnx_node,Mul:/features/features.2/features.2.0/block/block.1/block.1.2/Mul_fence_before,0.001,0.001,0.001,efficientnet_b0,2.9e-05,309,onnxrt_cuda,12,ok,0.0
onnxruntime,99.795632,,onnx_node,Mul:/features/features.2/features.2.0/block/block.1/block.1.2/Mul_kernel_time,0.137,0.0648,0.055,efficientnet_b0,0.001895,135,onnxrt_cuda,60,ok,0.017453
onnxruntime,99.990375,,onnx_node,GlobalAveragePool:/features/features.2/features.2.0/block/block.2/avgpool/GlobalAveragePool_fence_before,0.002,0.001027,0.001,efficientnet_b0,3e-05,279,onnxrt_cuda,37,ok,0.000162
onnxruntime,99.708753,,onnx_node,GlobalAveragePool:/features/features.2/features.2.0/block/block.2/avgpool/GlobalAveragePool_kernel_time,0.123,0.078283,0.069,efficientnet_b0,0.002289,92,onnxrt_cuda,60,ok,0.008841
